algorithm_accepted_steps,algorithm_converged,algorithm_final_damping,algorithm_final_innovation_norm,algorithm_iteration_count,algorithm_iteration_limit_reached,algorithm_jacobian_rank,algorithm_numerical_failure,algorithm_pi_shape,algorithm_posterior_covariance_trace,algorithm_process_noise_std_km,algorithm_reference_satellite_clock_in_state,algorithm_residual_norm,algorithm_stage,algorithm_state_dim,algorithm_status,algorithm_step_norm,algorithm_theta_dim,algorithm_truth_centered_initialization,algorithm_update_completed,algorithm_upstream_status,algorithm_upstream_success,algorithm_uses_innovation_z_minus_h_pred,baseline_id,baseline_label,baseline_observability_condition_number,baseline_observability_is_full_rank,baseline_observability_measurement_count,baseline_observability_nullity,baseline_observability_rank,baseline_observability_records,baseline_observability_reportable,baseline_observability_scope,baseline_observability_state_dim,case_index,clock_std_ns,cost,estimator_mode,figure_id,full_jcls_scenario_condition_number,full_jcls_scenario_crlb_status,full_jcls_scenario_fim_nullity,full_jcls_scenario_fim_rank,full_jcls_scenario_is_full_rank,full_jcls_scenario_measurement_count,full_jcls_scenario_parameter_dim,nfev,num_satellites,num_users,parameter_dim,position_error_mean_m,position_error_median_m,position_error_rmse_m,range_std_dev_km,rank_metadata_note,rank_metadata_scope,series_value,success,sync_error_mean_s,trial,trial_seed,x_value
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,66.63850845733332,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.63850845733332}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.60794975766088}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.57361511321562}]",True,without_cooperation_independent_dl_position_blocks,9,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,,8,3,19,11.635544652472786,10.58933028311102,11.743626049946084,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,7.933204104507732e-09,0,20278525,10.0
15,False,0.6969171937625633,,25,True,19,False,,,1e-05,False,2.698787676946827,step2_joint_lm_jcls,,updated_not_converged,0.05535082633013286,,False,,,,,coarse_jcls,Coarse JCLS,1648909583167.806,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,25,8,3,19,1733.9365127618391,1733.8188540085337,1733.9365303051775,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,2.0997912683716555e-06,0,20278525,10.0
,False,,221.08918138455047,5,,19,False,"[19, 19]",0.002228770005233369,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated_upstream_not_converged,,19,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",1648856305147.882,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648870890544.4275,finite_crlb,0,19,True,150,19,5,8,3,19,4074.823452323027,4074.8160920886044,4074.8234524980753,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,3.94383963368137e-06,0,20278525,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,66.63850845733332,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.63850845733332}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.60794975766088}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.57361511321562}]",True,without_cooperation_independent_dl_position_blocks,9,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,,8,3,19,11.259433803053248,11.1634440151461,11.317885967287603,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,7.933204104507732e-09,1,20286444,10.0
10,True,16.935087808430286,,19,False,19,False,,,1e-05,False,3.584128242671818,step2_joint_lm_jcls,,converged,4.617038533717969e-12,,False,,,,,coarse_jcls,Coarse JCLS,1648909583167.806,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,19,8,3,19,5493.7565962440385,5493.694350368344,5493.7565976734095,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,2.617532032024093e-06,1,20286444,10.0
,True,,137.07789711434353,5,,19,False,"[19, 19]",0.009475978475717548,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated,,19,False,True,converged,True,True,refined_jcls,"Refined JCLS, 0.5 s",1648856305147.882,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648870890544.4275,finite_crlb,0,19,True,150,19,5,8,3,19,4293.30099189104,4293.249327111223,4293.300992870662,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,2.1749638245192426e-06,1,20286444,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,66.63850845733332,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.63850845733332}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.60794975766088}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.57361511321562}]",True,without_cooperation_independent_dl_position_blocks,9,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,,8,3,19,11.217955489257681,11.471672652156778,11.269729532526066,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,7.933204104507732e-09,2,20294363,10.0
15,False,0.6969171937625634,,25,True,19,False,,,1e-05,False,3.3913093686538955,step2_joint_lm_jcls,,updated_not_converged,0.060904949384844524,,False,,,,,coarse_jcls,Coarse JCLS,1648909583167.806,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,25,8,3,19,1907.1379718690107,1907.348927592085,1907.1380092560682,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,1.422872775910682e-06,2,20294363,10.0
,False,,179.42451272187162,5,,19,False,"[19, 19]",0.0024182442644544826,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated_upstream_not_converged,,19,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",1648856305147.882,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648870890544.4275,finite_crlb,0,19,True,150,19,5,8,3,19,3569.5157168804812,3569.5454474930466,3569.5157194546337,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,2.4409454335970055e-06,2,20294363,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,66.63850845733332,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.63850845733332}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.60794975766088}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.57361511321562}]",True,without_cooperation_independent_dl_position_blocks,9,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,,8,3,19,11.519381968877,10.64874328279983,11.637127689684032,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,7.933204104507732e-09,3,20302282,10.0
5,True,41.15226337448559,,12,False,19,False,,,1e-05,False,4.341183148279466,step2_joint_lm_jcls,,converged,2.8040895288781102e-11,,False,,,,,coarse_jcls,Coarse JCLS,1648909583167.806,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,12,8,3,19,3131.5589025071836,3131.3533275983345,3131.5589519075606,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,2.948096187235827e-06,3,20302282,10.0
,True,,307.1335289532551,5,,19,False,"[19, 19]",0.004463370335736369,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated,,19,False,True,converged,True,True,refined_jcls,"Refined JCLS, 0.5 s",1648856305147.882,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648870890544.4275,finite_crlb,0,19,True,150,19,5,8,3,19,2391.156514961181,2391.1310308538245,2391.156516974553,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,2.252090038515284e-06,3,20302282,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,66.63850845733332,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.63850845733332}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.60794975766088}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.57361511321562}]",True,without_cooperation_independent_dl_position_blocks,9,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,,8,3,19,11.021804204144216,10.26549497738986,11.101716883160332,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,7.933204104507732e-09,4,20310201,10.0
8,True,0.1524157902758726,,14,False,19,False,,,1e-05,False,3.171286581891418,step2_joint_lm_jcls,,converged,2.4368182052251445e-10,,False,,,,,coarse_jcls,Coarse JCLS,1648909583167.806,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,14,8,3,19,4492.046626312251,4491.9858702882,4492.046628426671,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,2.8816175476818373e-06,4,20310201,10.0
,True,,685.9941074054703,5,,19,False,"[19, 19]",0.0023487847503471126,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated,,19,False,True,converged,True,True,refined_jcls,"Refined JCLS, 0.5 s",1648856305147.882,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648870890544.4275,finite_crlb,0,19,True,150,19,5,8,3,19,6697.443169481126,6697.311602676954,6697.443173406264,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,4.7665197880176134e-06,4,20310201,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,66.63850845733332,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.63850845733332}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.60794975766088}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.57361511321562}]",True,without_cooperation_independent_dl_position_blocks,9,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,,8,3,19,12.07353757511803,11.603750463605623,12.091916381845785,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,7.933204104507732e-09,5,20318120,10.0
15,False,0.6969171937625634,,25,True,19,False,,,1e-05,False,4.048906847660277,step2_joint_lm_jcls,,updated_not_converged,0.11418338406051308,,False,,,,,coarse_jcls,Coarse JCLS,1648909583167.806,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,25,8,3,19,3168.1356953862473,3168.322087899313,3168.135709533818,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,2.2286203150442992e-06,5,20318120,10.0
,False,,338.8821251559706,5,,19,False,"[19, 19]",0.0014972971592793767,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated_upstream_not_converged,,19,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",1648856305147.882,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648870890544.4275,finite_crlb,0,19,True,150,19,5,8,3,19,5568.41431386138,5568.381808342668,5568.414314734412,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,4.642398645289828e-06,5,20318120,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,66.63850845733332,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.63850845733332}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.60794975766088}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.57361511321562}]",True,without_cooperation_independent_dl_position_blocks,9,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,,8,3,19,11.829873105229609,11.152347310060703,11.877646740378315,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,7.933204104507732e-09,6,20326039,10.0
5,True,4.11522633744856,,11,False,19,False,,,1e-05,False,3.846109524670825,step2_joint_lm_jcls,,converged,1.9746431006348225e-09,,False,,,,,coarse_jcls,Coarse JCLS,1648909583167.806,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,11,8,3,19,3646.0211632969063,3646.098853100253,3646.021168606029,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,2.695553566815853e-06,6,20326039,10.0
,True,,870.4151762354887,5,,19,False,"[19, 19]",0.002377511598210702,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated,,19,False,True,converged,True,True,refined_jcls,"Refined JCLS, 0.5 s",1648856305147.882,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648870890544.4275,finite_crlb,0,19,True,150,19,5,8,3,19,5576.277073962053,5576.259715292308,5576.2770757185235,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,3.313536288560482e-06,6,20326039,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,66.63850845733332,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.63850845733332}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.60794975766088}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 66.57361511321562}]",True,without_cooperation_independent_dl_position_blocks,9,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,,8,3,19,10.921003419629306,10.101923099488953,11.003337658093615,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,7.933204104507732e-09,7,20333958,10.0
15,False,0.6969171937625634,,25,True,19,False,,,1e-05,False,3.995666331606132,step2_joint_lm_jcls,,updated_not_converged,0.0723907792735267,,False,,,,,coarse_jcls,Coarse JCLS,1648909583167.806,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648901842646.159,finite_crlb,0,19,True,30,19,25,8,3,19,1815.1314782628071,1815.0195045088835,1815.1314909553466,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,1.6170184199630724e-06,7,20333958,10.0
,False,,101.9062605814833,5,,19,False,"[19, 19]",0.009396986623976582,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated_upstream_not_converged,,19,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",1648856305147.882,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,0,10.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,1648870890544.4275,finite_crlb,0,19,True,150,19,5,8,3,19,3504.4754112011083,3504.295813042133,3504.475427520455,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,2.5577265471888794e-06,7,20333958,10.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,42.051211160206144,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 42.051211160206144}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 42.03120632377896}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 42.007625214559695}]",True,without_cooperation_independent_dl_position_blocks,9,1,100.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,20823231513.16761,finite_crlb,0,19,True,30,19,,8,3,19,111.79663290135778,110.96222933370788,111.80622398231034,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,5.876515490149649e-08,0,20279534,100.0
7,True,4572473.708276179,,20,False,19,False,,,1e-05,False,2.999294393775148,step2_joint_lm_jcls,,converged,3.9365036643968753e-13,,False,,,,,coarse_jcls,Coarse JCLS,20823204473.38186,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,1,100.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,20823231513.16761,finite_crlb,0,19,True,30,19,20,8,3,19,5288.477935090482,5288.474039510976,5288.477935352728,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,2.7062013633691827e-06,0,20279534,100.0
,True,,62.20774173501331,5,,19,False,"[19, 19]",0.017037795977801605,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated,,19,False,True,converged,True,True,refined_jcls,"Refined JCLS, 0.5 s",20823175391.29131,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,1,100.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,20823212082.410458,finite_crlb,0,19,True,150,19,5,8,3,19,4392.031045390392,4392.003377941115,4392.031045997686,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,2.2378943409872758e-06,0,20279534,100.0
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,42.051211160206144,True,24,0,9,"[{'user_id': 1, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 42.051211160206144}, {'user_id': 2, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 42.03120632377896}, {'user_id': 3, 'measurement_count': 8, 'state_dim': 3, 'rank': 3, 'nullity': 0, 'is_full_rank': True, 'condition_number': 42.007625214559695}]",True,without_cooperation_independent_dl_position_blocks,9,1,100.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,20823231513.16761,finite_crlb,0,19,True,30,19,,8,3,19,111.73472201838176,111.04286547320214,111.74706079016241,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,True,5.876515490149649e-08,1,20287453,100.0
15,False,0.6969171937625634,,25,True,19,False,,,1e-05,False,4.4178699790073415,step2_joint_lm_jcls,,updated_not_converged,0.12517925240876213,,False,,,,,coarse_jcls,Coarse JCLS,20823204473.38186,True,30,0,19,,True,coarse_jcls_full_gauged_v24_theta,19,1,100.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,20823231513.16761,finite_crlb,0,19,True,30,19,25,8,3,19,3453.9559859785986,3453.9418430860196,3453.955986068491,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,1.80602984230402e-06,1,20287453,100.0
,False,,15.251973587588694,5,,19,False,"[19, 19]",0.026129516634568892,1e-05,False,,step3_dynamic_sci_sfi_information_update,19,updated_upstream_not_converged,,19,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",20823175391.29131,True,150,0,19,,True,refined_jcls_full_gauged_v24_theta,19,1,100.0,,v24_three_stage_dynamic,fig6_localization_vs_clock_std_human_review,20823212082.410458,finite_crlb,0,19,True,150,19,5,8,3,19,4353.2998412590905,4353.287245652359,4353.299841478743,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,clock_sweep,False,2.28812547932481e-06,1,20287453,100.0
